Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Allen ID	Parent Allen ID	Side	Num Detections	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 1	ECT1	Ectorhinal area	Geometry	3697.6	3764.7	836	895	0	0	0	NaN	0	66376.1	1617.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 2/3	ECT2/3	Ectorhinal area	Geometry	3333	3714.8	427	895	0	0	0	NaN	0	134062.9	2256.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 6a	ECT6a	Ectorhinal area	Geometry	4116.8	3809.3	977	895	0	0	0	NaN	0	100401.6	1996.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Ectorhinal area/Layer 5	ECT5	Ectorhinal area	Geometry	4399	3807.3	988	895	0	0	0	NaN	0	133269	2228.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Perirhinal area	PERI	Isocortex	Geometry	4026.7	4073.8	922	315	0	0	0	NaN	0	365784.8	4647.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 1	PERI1	Perirhinal area	Geometry	2834.8	4015.8	540	922	0	0	0	NaN	0	75212.8	1665.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 5	PERI5	Perirhinal area	Geometry	4787.5	4103.4	692	922	0	0	0	NaN	0	89029.9	1789.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 6a	PERI6a	Perirhinal area	Geometry	5746.4	4183.9	335	922	0	0	0	NaN	0	50192.3	1518.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 6b	PERI6b	Perirhinal area	Geometry	6102	4205.8	368	922	0	0	0	NaN	0	16234	1063
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Perirhinal area, layer 2/3	PERI2/3	Perirhinal area	Geometry	3300.7	4029.8	888	922	0	0	0	NaN	0	135115.8	2379.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Cortical subplate	CTXsp	Cerebral cortex	Geometry	3290.3	5724.6	703	688	0	0	0	NaN	0	335229.1	5366.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Posterior amygdalar nucleus	PA	Cortical subplate	Geometry	3846.7	5911.3	780	703	0	0	0	NaN	0	249668.3	3492.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Endopiriform nucleus	EP	Cortical subplate	Polygon	1587.1	5135.5	942	703	0	0	0	NaN	0	64336.9	1059
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Endopiriform nucleus, ventral part	EPv	Endopiriform nucleus	Polygon	1587.1	5135.5	966	942	0	0	0	NaN	0	64336.9	1059
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Brain stem	BS	Basic cell groups and regions	Geometry	5492.6	3605	343	8	0	254	254	100	13.8	18403773.9	41581.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Hindbrain	HB	Brain stem	Geometry	5247.5	6192.2	1065	343	0	0	0	NaN	0	2203014.1	7917.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Pons	P	Hindbrain	Geometry	5247.5	6192.2	771	1065	0	0	0	NaN	0	2203014.1	7917.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Pons, motor related	P-mot	Pons	Geometry	5276.8	6172	987	771	0	0	0	NaN	0	1552726.6	7284.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Pontine gray	PG	Pons, motor related	Geometry	5276.8	6172	931	987	0	0	0	NaN	0	1552726.6	7284.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interbrain	IB	Brain stem	Geometry	3981.9	3592.7	1129	343	0	0	0	NaN	0	467714.9	3695.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Thalamus	TH	Interbrain	Geometry	3981.9	3592.7	549	1129	0	0	0	NaN	0	467714.9	3695.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Thalamus, polymodal association cortex related	DORpm	Thalamus	Geometry	3402.3	3513.9	856	549	0	0	0	NaN	0	175888.9	2894.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Intralaminar nuclei of the dorsal thalamus	ILM	Thalamus, polymodal association cortex related	Polygon	3379.4	3699.3	51	856	0	0	0	NaN	0	88906.1	1258.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Posterior intralaminar thalamic nucleus	PIL	Intralaminar nuclei of the dorsal thalamus	Polygon	3379.4	3699.3	560581563	51	0	0	0	NaN	0	88906.1	1258.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Lateral group of the dorsal thalamus	LAT	Thalamus, polymodal association cortex related	Geometry	3426.3	3324	138	856	0	0	0	NaN	0	86982.7	1636.7
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Posterior limiting nucleus of the thalamus	POL	Lateral group of the dorsal thalamus	Polygon	3581.7	3375	1029	138	0	0	0	NaN	0	39769.7	785.56
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Suprageniculate nucleus	SGN	Lateral group of the dorsal thalamus	Polygon	3295.3	3280.8	325	138	0	0	0	NaN	0	47213.3	930.62
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Thalamus, sensory-motor cortex related	DORsm	Thalamus	Geometry	4568.2	3674.1	864	549	0	0	0	NaN	0	226850.3	3652.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Peripeduncular nucleus	PP	Thalamus, sensory-motor cortex related	Polygon	3316.7	3862	1044	864	0	0	0	NaN	0	36832.8	987.96
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Geniculate group, dorsal thalamus	GENd	Thalamus, sensory-motor cortex related	Geometry	4810.8	3637.7	1008	864	0	0	0	NaN	0	190017.5	2664.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Medial geniculate complex	MG	Geniculate group, dorsal thalamus	Geometry	4810.8	3637.7	475	1008	0	0	0	NaN	0	190017.5	2664.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Medial geniculate complex, dorsal part	MGd	Medial geniculate complex	Geometry	5807.2	3634.1	1072	475	0	0	0	NaN	0	68974.2	1826.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Medial geniculate complex, ventral part	MGv	Medial geniculate complex	Geometry	4557.9	3685.7	1079	475	0	0	0	NaN	0	89728	1539.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Medial geniculate complex, medial part	MGm	Medial geniculate complex	Geometry	3340.7	3508.1	1088	475	0	0	0	NaN	0	31315.3	867.73
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain	MB	Brain stem	Geometry	5571.8	3243.1	313	343	0	254	254	100	16.14	15733083.8	34281.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain, motor related	MBmot	Midbrain	Geometry	5526.2	3184.2	323	313	0	254	254	100	22.35	11362805	34906.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Oculomotor nucleus	III	Midbrain, motor related	Polygon	5600.2	3654.3	35	323	0	0	0	NaN	0	9823.3	461.94
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Dorsal terminal nucleus of the accessory optic tract	DT	Midbrain, motor related	Polygon	3431.5	3134.1	75	323	0	0	0	NaN	0	14098.3	524.92
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain reticular nucleus	MRN	Midbrain, motor related	Geometry	5425.5	3668.9	128	323	0	0	0	NaN	0	3000582.3	16814.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Paranigral nucleus	PN	Midbrain, motor related	Geometry	5168.5	5261.5	607344830	323	0	0	0	NaN	0	23579.4	1160
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Red nucleus	RN	Midbrain, motor related	Geometry	5320	4193.7	214	323	0	0	0	NaN	0	1091841.4	5440
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Ventral tegmental area	VTA	Midbrain, motor related	Geometry	4590.6	4740.6	749	323	0	0	0	NaN	0	130494.1	1967
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain reticular nucleus, retrorubral area	RR	Midbrain, motor related	Geometry	6198.6	4680.2	246	323	0	0	0	NaN	0	132015.2	1793.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Periaqueductal gray	PAG	Midbrain, motor related	Polygon	5664.2	2676.2	795	323	0	254	254	100	167.15	1519591.1	7407.3
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, motor related	SCm	Midbrain, motor related	Geometry	5797.6	2263.9	294	323	0	0	0	NaN	0	4274157.9	12525.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, motor related, intermediate gray layer	SCig	Superior colliculus, motor related	Polygon	5822	2112.5	10	294	0	0	0	NaN	0	1714030.3	13043.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, motor related, intermediate white layer	SCiw	Superior colliculus, motor related	Geometry	5734.7	2413.4	17	294	0	0	0	NaN	0	1675527.6	11090.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, motor related, deep gray layer	SCdg	Superior colliculus, motor related	Polygon	5893	2285.6	26	294	0	0	0	NaN	0	707016.3	7433.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, motor related, deep white layer	SCdw	Superior colliculus, motor related	Polygon	5782.2	2225.2	42	294	0	0	0	NaN	0	177583.3	5273.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Substantia nigra, reticular part	SNr	Midbrain, motor related	Geometry	4849.8	4663.7	381	323	0	0	0	NaN	0	1138164.6	7786.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Edinger-Westphal nucleus	EW	Midbrain, motor related	Polygon	5474	3576.3	975	323	0	0	0	NaN	0	28457.8	774.06
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain, sensory related	MBsen	Midbrain	Geometry	6015.6	1475.2	339	313	0	0	0	NaN	0	1736370.9	11772.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Nucleus of the brachium of the inferior colliculus	NB	Midbrain, sensory related	Polygon	7362.7	3608.6	580	339	0	0	0	NaN	0	102054.3	1459.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, sensory related	SCs	Midbrain, sensory related	Polygon	5932	1341.6	302	339	0	0	0	NaN	0	1634315.8	10312.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, zonal layer	SCzo	Superior colliculus, sensory related	Polygon	5919.1	1231.9	834	302	0	0	0	NaN	0	246352.8	11224.7
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, superficial gray layer	SCsg	Superior colliculus, sensory related	Geometry	5948.4	1304.4	842	302	0	0	0	NaN	0	914024.6	10243.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Superior colliculus, optic layer	SCop	Superior colliculus, sensory related	Polygon	5906	1471	851	302	0	0	0	NaN	0	473939.7	9714.7
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain, behavioral state related	MBsta	Midbrain	Geometry	5264	5240.7	348	313	0	0	0	NaN	0	906436.6	8212
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Midbrain raphe nuclei	RAmb	Midbrain, behavioral state related	Geometry	5214.5	5329.8	165	348	0	0	0	NaN	0	763034	5178.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interfascicular nucleus raphe	IF	Midbrain raphe nuclei	Polygon	5289.6	5089.6	12	165	0	0	0	NaN	0	107755.3	1373.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Central linear nucleus raphe	CLI	Midbrain raphe nuclei	Polygon	5402.3	4888.9	591	165	0	0	0	NaN	0	211.33	68.58
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus	IPN	Midbrain raphe nuclei	Polygon	5172.3	5569.9	100	165	0	0	0	NaN	0	560160.1	2801.6
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus, intermediate	IPI	Interpeduncular nucleus	Geometry	5150.8	5647.8	607344850	100	0	0	0	NaN	0	71450.7	2080.3
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus, dorsomedial	IPDM	Interpeduncular nucleus	Geometry	5257.7	5268.2	607344854	100	0	0	0	NaN	0	31378.6	1088.3
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus, dorsolateral	IPDL	Interpeduncular nucleus	Geometry	5218.8	5388.1	607344858	100	0	0	0	NaN	0	60852.6	1428.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus, caudal	IPC	Interpeduncular nucleus	Polygon	5149	5682	607344838	100	0	0	0	NaN	0	153258.7	1614.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus, apical	IPA	Interpeduncular nucleus	Polygon	5244.5	5355.8	607344842	100	0	0	0	NaN	0	59732.5	1057.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Interpeduncular nucleus, lateral	IPL	Interpeduncular nucleus	Geometry	5147	5628	607344846	100	0	0	0	NaN	0	183003.3	3022
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Rostral linear nucleus raphe	RL	Midbrain raphe nuclei	Polygon	5379.4	4185.2	197	165	0	0	0	NaN	0	94906.9	1575.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	Substantia nigra, compact part	SNc	Midbrain, behavioral state related	Geometry	5527.3	4767.1	374	348	0	0	0	NaN	0	143402.6	3033.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	ventricular systems	VS	root	Polygon	5664.1	2608	73	997	0	0	0	NaN	0	2318.6	175.64
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cerebral aqueduct	AQ	ventricular systems	Polygon	5664.1	2608	140	73	0	0	0	NaN	0	2318.6	175.64
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	fiber tracts	fiber tracts	root	Geometry	5490.6	4112.5	1009	997	0	0	0	NaN	0	3846635.4	59319.7
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cerebellum related fiber tracts	cbf	fiber tracts	Geometry	6608.7	5861.9	960	1009	0	0	0	NaN	0	297114	3657.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cerebellar peduncles	cbp	cerebellum related fiber tracts	Geometry	6608.7	5861.9	752	960	0	0	0	NaN	0	297114	3657.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	middle cerebellar peduncle	mcp	cerebellar peduncles	Geometry	6608.7	5861.9	78	752	0	0	0	NaN	0	297114	3657.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cranial nerves	cm	fiber tracts	Geometry	5482.4	4828.5	967	1009	0	0	0	NaN	0	757213.2	14016.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	dorsal roots	drt	cranial nerves	Geometry	5258.2	5287.9	792	967	0	0	0	NaN	0	562210.2	5214.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cervicothalamic tract	cett	dorsal roots	Geometry	5258.2	5287.9	932	792	0	0	0	NaN	0	562210.2	5214.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	medial lemniscus	ml	cervicothalamic tract	Geometry	5258.2	5287.9	697	932	0	0	0	NaN	0	562210.2	5214.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	oculomotor nerve	IIIn	cranial nerves	Geometry	4610.5	4395.3	832	967	0	0	0	NaN	0	43343.8	2793.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	medial longitudinal fascicle	mlf	oculomotor nerve	Geometry	5432	3736.6	62	832	0	0	0	NaN	0	19123.1	1782.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	optic nerve	IIn	cranial nerves	Geometry	5513.1	2841.5	848	967	0	0	0	NaN	0	72779.5	4322.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	brachium of the superior colliculus	bsc	optic nerve	Geometry	5513.1	2841.5	916	848	0	0	0	NaN	0	72779.5	4322.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	vestibulocochlear nerve	VIIIn	cranial nerves	Polygon	7531.9	3625.7	933	967	0	0	0	NaN	0	78880.5	1685.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cochlear nerve	cVIIIn	vestibulocochlear nerve	Polygon	7531.9	3625.7	948	933	0	0	0	NaN	0	78880.5	1685.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	brachium of the inferior colliculus	bic	cochlear nerve	Polygon	7531.9	3625.7	482	948	0	0	0	NaN	0	78880.5	1685.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	lateral forebrain bundle system	lfbs	fiber tracts	Geometry	5207.9	3819.4	983	1009	0	0	0	NaN	0	1705361.1	32321.6
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	corpus callosum	cc	lateral forebrain bundle system	Geometry	5340.7	3207	776	983	0	0	0	NaN	0	734837.8	24114.7
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	corpus callosum, anterior forceps	fa	corpus callosum	Geometry	5315.4	4483.2	956	776	0	0	0	NaN	0	268319.6	12188.6
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	external capsule	ec	corpus callosum, anterior forceps	Geometry	5315.4	4483.2	579	956	0	0	0	NaN	0	268319.6	12188.6
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	corpus callosum, posterior forceps	fp	corpus callosum	Geometry	5355.2	2473	971	776	0	0	0	NaN	0	466518.1	12062
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	corticospinal tract	cst	lateral forebrain bundle system	Geometry	5106.2	5173.5	784	983	0	0	0	NaN	0	616539.9	8946
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cerebal peduncle	cpd	corticospinal tract	Geometry	5106.2	5173.5	924	784	0	0	0	NaN	0	616539.9	8946
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	thalamus related	lfbst	lateral forebrain bundle system	Geometry	5109.3	2732.2	896	983	0	0	0	NaN	0	353983.4	11149.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	optic radiation	or	thalamus related	Geometry	5303.9	2717.4	484682520	896	0	0	0	NaN	0	333524	10454.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	auditory radiation	ar	thalamus related	Geometry	1935.8	2973.1	484682524	896	0	0	0	NaN	0	20459.4	1628.3
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	medial forebrain bundle system	mfbs	fiber tracts	Geometry	5675.1	3187.2	991	1009	0	0	0	NaN	0	689949.5	27718.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cerebrum related	mfbc	medial forebrain bundle system	Geometry	5701.3	3091.4	768	991	0	0	0	NaN	0	637738.2	24975.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	fornix system	fxs	cerebrum related	Geometry	5807	3161.9	1099	768	0	0	0	NaN	0	606626.4	24142.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	hippocampal commissures	hc	fornix system	Geometry	6247.9	2440.4	618	1099	0	0	0	NaN	0	338220.2	3864.3
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	dorsal hippocampal commissure	dhc	hippocampal commissures	Geometry	6247.9	2440.4	443	618	0	0	0	NaN	0	338220.2	3864.3
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	alveus	alv	fornix system	Geometry	5251.5	4071	466	1099	0	0	0	NaN	0	268406.2	21621.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	cingulum bundle	cing	cerebrum related	Polygon	3639.8	1716.8	940	768	0	0	0	NaN	0	31112.2	833.04
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	hypothalamus related	mfsbshy	medial forebrain bundle system	Geometry	5356	4357	824	991	0	0	0	NaN	0	52211.3	2743.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	mammillary related	mfbsma	hypothalamus related	Geometry	5356	4357	46	824	0	0	0	NaN	0	52211.3	2743.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	mammillotegmental tract	mtg	mammillary related	Geometry	5356	4357	681	46	0	0	0	NaN	0	52211.3	2743.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	extrapyramidal fiber systems	eps	fiber tracts	Geometry	5381.9	4747.3	1000	1009	0	0	0	NaN	0	331894.3	6926.7
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	rubrospinal tract	rust	extrapyramidal fiber systems	Geometry	5384.2	4829.7	863	1000	0	0	0	NaN	0	256961	3546.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	ventral tegmental decussation	vtd	rubrospinal tract	Polygon	5313.5	4715.3	397	863	0	0	0	NaN	0	102286.6	1203.4
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	tectospinal pathway	tsp	extrapyramidal fiber systems	Geometry	5374	4465.1	877	1000	0	0	0	NaN	0	74933.3	3379.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	crossed tectospinal pathway	tspc	tectospinal pathway	Geometry	5372.9	4530.9	1043	877	0	0	0	NaN	0	62860.6	1987.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	doral tegmental decussation	dtd	tectospinal pathway	Geometry	5379.8	4122.2	1060	877	0	0	0	NaN	0	12072.7	1422.6
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	supra-callosal cerebral white matter	scwm	fiber tracts	Geometry	6723	1913.3	484682512	1009	0	0	0	NaN	0	53596.9	2240.9
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	dmPAG	PAG_subregions	Image	Polygon	5753.4	2163.1	NaN	NaN	NaN	51	51	100	159.97	318807.2	2253.2
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	dlPAG-r	PAG_subregions	Image	Polygon	6044.3	2367.4	NaN	NaN	NaN	5	5	100	38.4	130223.4	1746.6
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	lPAG-r	PAG_subregions	Image	Polygon	6064.2	2725.6	NaN	NaN	NaN	49	49	100	205.89	237995.8	1990
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	vlPAG-r	PAG_subregions	Image	Polygon	5764.3	3152.6	NaN	NaN	NaN	31	31	100	124.56	248885.1	2662.8
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	dlPAG-l	PAG_subregions	Image	Polygon	5402.4	2329.2	NaN	NaN	NaN	8	8	100	78.79	101538.4	1506.1
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	lPAG-l	PAG_subregions	Image	Polygon	5245.6	2639.1	NaN	NaN	NaN	47	47	100	207.18	226859.6	1930.5
JKAY22.3e_1_Scan2_[6309,39625]_component_data_merged_Region 2.ome.tif	vlPAG-l	PAG_subregions	Image	Polygon	5359.4	3127	NaN	NaN	NaN	63	63	100	248.01	254025.4	2568.6
